Symbol	KmeansGroup	FoldChangeQ95	MmLDSmExp1	MmLDSmExp2	MmLDSmExp3	MmLDSmExp4	MmLDSmExp5	MmLDSmExp6	MmLDSmExp8	MmLDSmExp9	MmLDSmExp10	MmLDSmExp11	MmLDSmExp12	MmLDSmExp13	MmLDSmExp15	MmLDSmExp16	MmLDSmExp17	MmLDSmExp18	MmLDSmExp19	MmLDSmExp20	MmLDSmExp21	MmLDSmExp22	MmLDSmExp23	MmLDSmExp24	MmLDSmExp25	MmLDSmExp26	MmLDSmExp27	MmLDSmExp29	MmLDSmExp33	MmLDSmExp36	MmLDSmExp37	MmLDSmExp38	MmLDSmExp41	MmLDSmExp43	MmLDSmExp44	MmLDSmExp45	MmLDSmExp46	MmLDSmExp48	MmLDSmExp50
ENSG00000105220	GPI	1	2.647836786	0.157354899	-0.37743231	-0.69120054	-0.730941895	1.217711886	-0.757946748	0.239729966	1.46124249	1.306425096	-0.023536586	0.309949748	0.272839459	0.047135411	0.584851727	0.55148967	0.558538588	-0.248324602	1.091883034	1.307016434	0.955027142	1.168533389	0.787365952	-0.264525953	1.358909453	-0.871274766	-0.861754446	-0.941024449	-0.991160783	-1.023719444	-0.972192925	-1.074984302	-0.733490929	-0.236694961	-1.235669874	-1.280163302	-1.376268449	-1.331533865
ENSG00000106105	GARS	1	2.495276944	-0.722322948	-0.284501087	-1.001942015	-0.9451479	-0.506953534	-1.137547458	-1.029676766	-0.366678009	0.1611242	0.832103899	0.017155407	0.799372205	0.714910482	-0.255963171	0.645041157	0.707912925	0.927748558	0.802440317	0.392410792	-0.530843234	0.236488908	0.531139282	0.615359599	0.064396669	1.228495582	0.966017154	-1.30762635	-1.354202413	-1.286016957	0.734151833	-0.525458393	1.700926487	-1.494560844	-1.508475843	-1.600387871	0.022467347	1.263365047
ENSG00000107290	SETX	1	2.345591942	-0.739093844	-0.611812856	-0.992241945	-0.812099012	-0.85026561	-1.122720923	0.321501539	0.986359558	-0.572999233	0.035496115	0.177164073	0.183251637	0.334739775	0.107409126	0.594324193	0.089275133	-0.332069507	0.327747186	0.2343441	0.76991835	-0.521815244	0.37521965	-0.985913884	0.174080919	0.393099735	0.450545935	0.035733693	-1.807118072	-0.646452362	2.452938131	1.079918775	0.844145507	-1.93000876	-0.604059878	-0.070600503	1.965293141	-1.678826582
ENSG00000107372	ZFAND5	1	2.661553988	-1.03254201	-1.320119745	-0.538978236	-1.09662494	-0.657003969	-1.393942447	0.073768014	0.084105911	0.775336811	0.892166199	0.569598528	-0.088535322	0.058267115	0.240251729	1.062292575	0.961611743	0.163604377	0.328919847	1.128839494	-0.17121592	0.401199663	0.038424329	0.21569221	-0.884908435	1.007237632	0.278575195	-0.292659285	-1.590364744	0.997295275	-1.616018731	0.314528367	-1.719013948	1.033760404	-1.026189668	-1.666227048	0.738766484	1.068548557
ENSG00000108064	TFAM	1	2.703130547	-0.446898248	-0.892940164	0.222667051	-0.974657262	-0.951235749	-0.9338212	0.31706037	-0.482812617	-0.447294903	-0.143793174	0.088650461	0.641296603	0.792385478	0.753308299	2.032242003	0.387963177	-0.758140518	0.441433664	-0.474073668	-1.060424893	0.126814773	0.07274496	0.751796068	1.377248235	-0.518892251	1.596017316	-1.150243468	-1.197850666	-1.211427218	-0.240173091	-1.17181564	1.688223018	0.650336257	-0.441061689	0.895287219	-0.873722209	-1.167326871
ENSG00000108298	RPL19	1	2.542536542	-1.261635717	-0.033968943	-0.943476765	0.552602882	-0.17171776	-0.112910407	-0.194454943	0.856640771	0.104707239	0.597105622	0.251490122	0.284545186	-0.180515199	0.599400123	0.551165656	0.528592885	0.68221006	0.769522526	0.564359913	0.224276429	0.415733471	0.644089618	0.233533707	0.966302774	0.222403199	0.049121159	-2.578950282	-2.509626923	-2.095502126	0.00622159	1.154664192	-1.335282546	-0.268223952	-0.401005104	-1.136641752	0.612338525	-0.189651771
ENSG00000108592	FTSJ3	1	2.506863031	-0.247134288	-0.173266536	-0.661883485	-0.545298345	0.150340093	-0.703728245	-0.696090101	-0.67415109	0.70842272	-0.522422667	0.341673823	0.40941177	-0.046657279	0.191938659	-0.402525661	0.099501681	-0.062190414	0.930339207	0.729778639	-0.798618888	0.594673134	1.110952033	-0.872734424	1.756214693	2.545808187	0.052186295	-0.855837477	-0.897492552	-0.954144607	-0.930407729	-0.967137477	-0.850573093	-1.048407166	-1.067985016	-1.155985096	1.76415698	1.242410695
ENSG00000108828	VAT1	1	2.721210161	-0.194448322	-0.491559012	-0.522041272	-0.476204253	-0.579199275	-0.584146044	0.478371167	-0.361728528	-0.580045793	-0.097142389	0.41677548	-0.263827674	0.922625456	-0.085524935	1.981010289	0.540828875	0.953371909	0.833104722	2.160693925	0.40147948	0.854533268	0.52668507	0.129054872	-0.053304765	-0.654187551	0.121312539	1.96156547	-0.829812463	-0.901639188	-0.727282912	-0.918111382	-1.039091834	-0.971937616	-1.087375162	-1.157543229	-1.2354804	-1.190988683
ENSG00000109103	UNC119	1	2.490729182	-0.230802175	0.132444563	-0.430543474	-0.512905908	-0.479244847	-0.484252842	-0.051841056	-0.446289093	-0.480101842	0.392710039	0.312420872	0.008620098	1.031240212	1.252302244	2.161899563	1.269274683	1.727710492	-0.570120103	1.349365655	-0.542008338	1.141519357	1.252238566	-0.741139923	1.110548938	0.15399034	-0.695296435	-0.679492605	-0.732958965	-0.805675617	-0.775208154	-0.822351689	-0.944829523	-0.926665837	-0.993710457	-1.064746997	-1.143648801	-1.233180123
ENSG00000109519	GRPEL1	1	2.408713129	-0.50978047	-0.469251642	0.819034206	-0.127031799	0.703888686	-0.740592934	1.286144099	0.221638325	0.527916994	1.139292481	0.425075633	0.005773031	0.784263518	0.03986832	-0.560670884	0.796613205	-0.069398783	0.477956234	-0.931961254	-0.912521313	-0.018725227	-0.139151313	-0.688378416	1.734450597	2.531494186	-0.726319043	-0.980617651	-1.030192457	-0.900721643	-1.06936534	-0.925232538	-1.226640299	0.628230467	0.884306636	-1.101085573	-0.793020205	-1.494000961
ENSG00000109971	HSPA8	1	1.850265578	-2.386502586	0.774160624	0.206061236	-1.342648094	0.096028588	-0.576837263	0.686023601	0.310005754	0.376838345	0.41353408	0.42271781	0.588353471	-0.136118162	0.469998947	0.088894913	-0.064576057	0.552028387	0.316779436	0.846687813	0.768659215	0.587613883	0.63622889	-0.567951175	0.336221295	-0.268644783	0.469912415	-0.532123447	-4.229233379	-0.022903265	-1.054680812	-0.635311756	0.288102079	0.51358471	-0.321320929	0.272956435	0.113564944	0.15362926
ENSG00000110367	DDX6	1	2.632285768	-1.121329222	0.786153452	-0.296391308	-1.205323767	-0.696467443	0.44195706	-0.313901016	0.128802863	1.114192411	0.719271342	0.227488774	0.470378051	0.240406984	0.604390692	0.145668001	0.232503547	0.498403766	0.190589547	0.922290829	0.07545848	0.393426368	0.274592078	0.174406911	1.122568832	-0.399115329	-1.123038344	-1.591236071	-1.807513047	-1.809558305	-1.377462514	1.081289371	-0.36669815	-1.270290132	0.148612363	0.62204526	1.637364288	-1.506222391
ENSG00000110395	CBL	1	2.510787878	-0.044055941	-0.475277451	-0.733808156	-0.785198625	-0.590524544	0.504567149	-0.053966265	1.319534498	0.279861632	0.445851497	0.418174797	0.554240472	0.235060212	0.602019552	0.487109264	0.263192541	0.794560764	0.930618274	0.580324408	-0.28582347	0.245385005	0.504414994	0.000619869	-0.150172953	0.321472626	-0.485172775	-1.203663215	-1.232932631	-1.316077293	-1.271970712	2.422713673	-1.009235243	-1.385926292	-1.029972076	1.551543026	-1.594162098	-1.324112393
ENSG00000110888	CAPRIN2	1	2.441720331	-0.768291809	-1.02577403	-0.590118717	-0.661754841	-0.910285843	-1.208761463	1.057099668	0.671663526	-0.02897514	0.216025602	0.234573738	0.152311067	0.731515225	0.374606563	0.876904467	0.025911609	0.757240944	0.796040335	0.702395744	0.893915102	0.099983198	0.419925732	-0.856724754	0.440193121	0.861914807	0.191666766	-0.111979108	-1.17825372	-1.451268809	1.868721908	-1.442823095	-1.556257774	-1.542553619	-0.337367647	1.21215641	0.4185173	-1.773812795
ENSG00000111615	KRR1	1	2.210306684	-0.502134966	-0.197120211	0.282492552	-0.828545577	0.139717933	-0.847076739	0.73295153	-0.816975932	0.30525076	-0.216764944	-0.073148973	0.213680372	0.601921333	-0.492515502	-0.567208171	0.234424082	1.073120615	0.878502746	0.238890814	1.124561661	0.917596237	0.520689813	0.22212671	-0.407038793	-0.942901586	0.536880526	-1.001879006	2.850146641	-1.025595837	-1.077769495	-1.11514953	-1.21226011	-0.152278651	-1.207912061	-0.899868721	1.941772165	-1.440888367
ENSG00000111669	TPI1	1	2.564501982	-1.452856124	0.598219404	0.293949356	-0.656419517	-0.050997255	2.017307693	0.168570397	0.614713013	-1.146989822	-0.341695173	0.19592211	0.181081792	-0.363502044	0.013021964	0.489786967	0.176091335	-0.169191766	0.637107236	0.217317323	-0.046728613	0.708353856	0.645600526	-0.248948117	-0.182697209	1.063633198	0.592491758	-1.751375082	0.351839652	-0.546043094	1.55659091	-1.938973067	-0.404204679	0.957167556	-0.469687301	-2.0661418	-0.658416412	-1.548400953
ENSG00000111802	TDP2	1	2.535681277	-0.135522983	-0.814195802	-0.852726305	-0.18228851	-0.893913375	-0.89814867	0.204948716	2.375536536	0.857176306	0.957616349	0.167292491	-0.228347146	-0.285302133	-0.14253515	0.028958931	0.475342597	-0.735353939	0.143982741	1.46975466	0.361088095	0.393732425	-0.18819396	0.511201947	-0.462155543	1.218146108	0.839931154	-1.063264218	-1.108481851	-0.810748438	1.66887056	-1.184081082	0.929288842	-1.272300242	-1.329000317	-1.389076385	-0.502315827	-0.66059786
ENSG00000112200	ZNF451	1	2.66020298	-0.713635742	-0.377673046	0.148643132	-0.324890288	0.89048856	-1.048216466	0.397010258	-1.025523691	-0.145949807	-0.808499261	0.04597486	-0.007641762	0.083441888	0.461061487	0.623682259	0.920760987	-0.878738212	-0.484609661	0.096290083	-0.371571868	0.395988103	0.51930733	-0.616973313	1.677926627	0.674184453	-0.08153695	0.273014887	-1.267213761	2.222939459	-0.288283915	-1.446950152	-1.519606173	-1.563847559	-1.489039542	1.565347018	0.150233573	0.653903225
ENSG00000112306	RPS12	1	2.508672753	-1.018699002	-0.07993245	-1.102387199	-1.567465156	-1.798312085	0.804577158	-0.396923919	0.5134434	0.343469996	0.401534688	0.103668896	0.279214668	-0.134683986	0.269294569	0.471022502	0.477278936	0.660493981	0.371742701	-0.016360833	-0.210489118	0.253911312	0.45312806	0.948187914	0.065782163	-0.474762835	0.16769043	-0.436411694	-1.717096491	0.848092277	1.208803149	-2.916514446	1.326069402	-0.38341367	0.760279542	-1.469865212	0.513545188	-0.026585589
ENSG00000113369	ARRDC3	1	2.692129468	-0.362286351	0.171176783	0.022157276	-0.280837091	-0.300475075	-1.116257062	0.641724294	-0.812640681	-0.650747944	0.029661352	0.016331963	0.18956696	-0.11819713	1.027790882	1.102697709	0.15004657	-0.35929107	0.640445699	0.694266132	0.328348382	0.257513368	0.426925098	0.616870141	1.292699592	0.256353996	-0.474025434	-1.374787609	-1.409777708	1.612939829	-1.249492209	-1.437690937	1.418918035	-1.210581669	-0.437537241	-1.504417958	1.247614666	-1.737135026
ENSG00000113643	RARS	1	2.459802635	-0.639675075	-0.674816439	-0.997927074	-0.742568687	-1.044916485	-0.844383349	-0.007675551	-1.020533907	0.135432463	0.333806675	-0.049998508	0.243572301	-0.154074455	0.557409977	0.003036007	0.689791906	0.462800672	0.238654391	0.520572739	1.40575549	0.731846715	0.813526233	1.04827036	0.079323684	0.016155674	-0.610344507	-0.327859425	-1.119727507	-1.218080234	-1.263893448	-0.78427598	2.008159536	-1.375953771	-0.127728609	0.339483592	-1.536494857	2.453526818
ENSG00000113812	ACTR8	1	2.638996291	-0.014009076	-0.226367126	-0.434461893	-0.510570939	-0.479465602	-0.423501268	0.222773014	2.628100785	1.445256659	-0.487043065	0.064459689	-0.513173558	-0.013667651	0.415821149	0.120499891	0.370623791	-0.600227148	0.229269812	1.35182111	-0.596643621	1.97717526	-0.325746475	-0.638414727	-0.576926962	1.992459683	0.087857943	-0.664509501	-0.593304289	-0.781112038	-0.635064295	-0.796521974	-0.90970065	-0.892916046	-0.954870287	-1.020513361	0.719774636	-1.176158161
ENSG00000114942	EEF1B2	1	2.218264299	-1.557035766	-0.478397423	-0.062431027	-0.301886603	-0.182040736	-1.557480486	-0.549607259	0.590836206	0.3680115	0.64711328	-0.558997842	0.074453157	0.049059605	-0.593124707	0.654242576	0.686058342	0.905484489	0.064923072	0.641619352	-0.378593446	0.521774072	0.328876749	0.37581306	0.718299808	0.412644869	0.32766415	-1.477866748	-1.369222761	1.647159586	2.011490704	-0.259106433	-0.684241348	-0.405096323	-0.793160046	0.917611649	-2.900012074	-0.053099499
ENSG00000115738	ID2	1	2.572723725	0.047833027	1.029420549	-0.377012854	-0.450985373	-0.316648106	-0.366920024	1.369089983	-0.449132098	1.138640924	0.084019985	0.471988568	1.70780371	-0.329406539	0.653855205	-0.11669228	0.158371536	0.653250132	0.34650188	-0.632548173	2.751498329	0.637211756	1.414777945	-0.430127356	-0.589615898	-0.15502872	-0.623376197	-0.685805835	-0.740067811	-0.813865598	-0.782945696	-0.830790759	-0.955091147	-0.936657172	-0.972874959	-1.076793073	-1.15686899	-1.247732598
ENSG00000115758	ODC1	1	2.710881696	-0.798297379	-0.078256698	0.81995362	0.359811708	0.877921854	-1.017405934	0.639077965	0.019421063	1.281463845	1.458929477	0.346415563	-0.094983123	0.590322601	0.472060618	0.60137255	0.19042932	1.328002432	1.606984086	-0.39844456	0.237622558	-0.359159787	0.723430462	-0.398395384	-1.143009717	-0.559239653	0.597252554	-1.010870493	-1.241632674	-1.219683131	-1.156647963	-1.250245171	-1.382582327	0.371551775	-0.374079059	0.267446964	-1.443007498	-1.574412161
ENSG00000116161	CACYBP	1	2.636967542	-0.180113935	-0.696241831	0.687783122	-0.353159677	-0.917943654	-1.423316171	-0.201207448	-0.035070693	1.125238185	0.443758308	-0.057640601	-0.696974993	-0.503337325	0.099475785	0.371876315	0.817533223	0.88353192	0.581198478	0.664965282	-0.515381305	0.434656318	0.745046649	1.08847664	0.673274486	0.717063105	0.927941363	-0.849793208	-1.430895944	-0.989654663	-1.654393948	-1.648001518	1.103063551	-1.381153728	1.069583345	0.676005817	-1.827450392	-0.385708403
ENSG00000116212	LRRC42	1	2.068400098	-0.409904846	-0.754111027	-0.189294158	-0.407796743	1.020990854	3.456497563	-0.399390251	-0.704639164	-0.820418464	-0.225411031	0.174402329	0.814055862	-0.051620565	0.965820244	0.559174071	0.240329114	0.501298007	1.341062151	0.146143549	-0.893575682	0.447543886	0.406560754	-0.498858225	-0.686621951	-0.415252594	0.793860668	-0.955203719	-0.991346201	-1.040500975	-1.019905413	-1.051774381	0.944573537	-1.086104586	-0.816117364	-0.252196379	-1.268966556	1.05829759
ENSG00000116273	PHF13	1	2.53208873	-0.74128015	-0.581487261	-0.97929116	-1.026211517	-1.077332327	-0.958449651	0.301084523	0.876601224	1.002056528	0.41064339	0.396647397	-0.029549297	0.324625348	1.04956097	1.11593463	-0.173285583	1.183209536	0.857537757	0.611235858	-0.528176134	0.250858483	-0.266185777	-0.494562236	1.542607185	1.326933229	-0.916590469	-1.176527598	0.706232015	0.106087635	-0.295197328	1.412271223	-1.437871353	-1.330478467	-0.675518874	-1.289278054	-0.382037733	-1.646904694
ENSG00000116863	ADPRHL2	1	2.327258932	-0.41771739	-0.523731238	0.681540724	-0.597361777	-0.582623689	-0.585947793	-0.524567784	-0.560749	0.751136851	0.101384507	0.400002828	0.742416904	-0.009995383	-0.556040057	0.820322065	0.114983813	-0.392405825	-0.339711724	-0.680708062	2.165172049	-0.476921067	-0.090061599	-0.240998612	1.791887437	-0.538689093	1.110349831	-0.715539704	-0.751028808	-0.799294552	-0.590753638	3.222265329	-0.891659872	-0.879603249	-0.564882869	-0.89475828	0.06008507	-1.083055278
ENSG00000116903	EXOC8	1	2.537454644	-0.289669516	0.622608012	-0.454340949	-0.52224297	-0.494491647	-0.498621133	2.363754274	-0.467322815	1.281562773	2.428265333	0.378946607	0.845995341	0.77375364	0.612577892	-0.346668855	0.160942982	1.575307773	-0.07547758	-0.498169411	-0.481275922	0.578210518	0.17125748	-0.619677555	-0.581443184	-0.598258212	1.03554186	-0.659581571	-0.703661032	-0.763609799	-0.738491618	-0.777357993	-0.878332718	-0.863357714	-0.918631451	-0.97719509	-1.042243823	-1.116056571
ENSG00000117289	TXNIP	1	2.567132851	-0.784579746	-0.386593203	-0.948251381	-0.381838816	-0.423384604	-0.843182311	1.475370074	-1.096714709	1.209234426	0.070148335	0.0492756	0.958147971	0.683016855	1.273513674	0.76393674	0.035419533	1.141375282	0.227801719	0.500834116	0.931826079	0.965285615	0.538875978	-0.573432206	1.147524971	0.460962097	0.276000268	-1.080391011	0.710013625	-1.289208992	-1.27289049	-1.298141532	-0.483970872	-0.177719216	-0.558354101	-1.398618131	-1.470234841	-1.518189649
ENSG00000118816	CCNI	1	2.555063458	-1.665501533	-0.593906516	-0.036047559	0.568760531	-0.825116491	-1.380046765	0.360435347	0.597056555	0.469737372	0.257573734	0.162946725	0.387628083	-0.467005062	0.418610472	0.038528666	0.130797585	0.137295103	-0.087267145	0.184188503	0.180367146	0.351283261	-0.076926489	1.042922141	0.337084767	0.316583039	-0.388090939	-0.65387392	0.77258533	-1.796333118	-2.429549102	1.560619161	1.454700301	-2.449472901	0.371325661	0.490534323	0.218724487	-0.516214215
ENSG00000119523	ALG2	1	2.601850326	-0.215074339	-0.42721912	1.469841642	-0.541395103	-0.518421043	-0.573625064	1.088051606	-0.540658793	0.370184292	0.420252194	-0.178343136	0.243750666	0.264527657	0.042501434	0.632046137	0.140583272	1.982152388	-0.645246427	-0.697598014	0.070833202	-0.54469847	0.733363568	-0.66393047	1.55296742	1.673217362	2.014446271	-0.658780443	-0.78959803	-0.76129595	-0.826285704	-0.867224347	-0.973582015	-0.413633217	-1.016029385	-1.077716308	-1.146233292	-1.223980767
ENSG00000119638	NEK9	1	2.280350739	-0.11870674	-0.257786416	-0.502623996	-0.524127028	-0.555011204	-0.487528787	-0.328346517	1.089671321	0.234128053	0.356488947	0.703232268	-0.191660456	0.749452594	0.089656591	0.521531389	1.061092251	0.752360615	-0.288416148	-0.366996712	-0.495725672	-0.257640309	0.915362036	-0.836730459	-0.221582763	1.146596285	-0.407574621	-0.77041673	-0.827930594	2.369945811	-0.87337674	-0.92408869	-1.055838183	-1.036299143	-1.098000406	-1.184831527	2.707385727	-1.366014785
ENSG00000119669	IRF2BPL	1	2.568000166	-0.746638388	-0.657094184	-1.088248148	-1.165108423	-1.228930636	-1.120772261	1.286788247	-0.13161924	0.49124368	0.894649081	0.364786393	-0.099151402	0.064841441	0.424448822	-0.743681946	-0.072994447	1.377956557	-0.412888045	-0.856411629	-1.053991262	0.586207065	0.683514968	-0.47223694	0.08490245	0.068071132	0.153068491	-0.056539332	-1.459564798	1.086724946	-1.497969667	-1.540824476	1.14258856	1.045503797	0.47828863	0.19743013	2.106028864	-0.700378196
ENSG00000119777	TMEM214	1	2.305943505	-0.111774667	-0.446089977	-0.489521714	0.125703547	-0.542370844	-0.547805304	0.870294712	-0.506608682	0.840671887	0.279102068	0.090511306	0.705656114	0.654750857	1.004308819	0.118535305	1.058118405	1.100435609	0.756791183	-0.019066348	3.073614171	1.00532753	-0.543375517	-0.799792166	-0.374887175	1.169710949	-0.776819704	-0.680317916	-0.81769046	0.008144058	-0.863536454	-0.724763183	-1.04760325	-1.0278923	-1.10064673	-1.177731517	-1.263353354	-1.305972763
ENSG00000119801	YPEL5	1	2.517398031	-0.829724476	-1.335195798	-0.582523947	-0.709074794	1.30353287	-1.654790901	0.604173387	0.607411293	-0.517603749	-0.644004864	0.496226105	-1.02134371	0.380374858	-0.253047259	0.310394055	0.295997146	0.829301897	-1.262743763	-0.661921993	0.904433404	0.30896094	0.314643814	1.125885314	0.382198011	0.853225181	0.189777583	-0.036431529	-0.856747871	-1.950835371	-0.365502057	-2.086554602	1.036494765	0.746459049	-0.840762421	0.497830466	0.464610178	1.439480758
ENSG00000119812	FAM98A	1	2.471300054	-0.484571239	-0.889313993	-0.927368931	-0.196679691	-0.96829805	-0.97250682	-0.964267882	0.7688475	0.858046624	0.654653177	-0.237857612	0.152894468	0.556650348	0.158126698	-0.317219653	-0.059123695	0.464966575	0.275448867	1.433030934	0.816372428	0.920784856	0.256403408	0.859144243	1.138742432	1.196343558	0.144589913	0.546358121	-1.090171436	-1.242633724	-1.217028564	1.914509509	-1.359580054	-1.344315111	-0.03654947	-1.460359894	-0.259598725	-1.559769167
ENSG00000119844	AFTPH	1	2.562963345	-0.294047936	-0.140096802	-0.539376502	-0.284071051	-0.599193271	-0.605345406	-0.516806759	0.439753702	0.772664076	0.221273295	0.02135424	0.576275537	0.425493596	0.480369025	0.394870697	1.267546161	-0.70644764	0.315205037	2.049266044	1.308148887	0.775121639	0.443880848	-0.386188616	0.712808154	-0.324750872	-0.06698313	-0.845145306	-0.910815172	-0.746298628	-0.962706004	-0.971099509	-1.17104218	2.372638397	-1.231079114	-1.318327981	-0.994606087	-1.525204712
ENSG00000119862	LGALSL	1	2.749436066	-0.11454637	-0.56413215	-0.592038862	-0.594335842	-0.625996192	-0.629488692	-0.432056791	-0.225502257	1.121816383	-0.302648858	0.33235679	0.719942295	0.406859138	0.85565903	1.804881647	0.766521684	0.176728587	1.735534812	1.717124615	-0.551054657	1.052523987	0.980537644	-0.156118914	1.496992754	-0.499705696	-0.776639482	-0.765620487	-0.802900556	-0.798159492	-0.472257907	-0.865229534	-0.950628597	-0.937963534	-0.984710697	-1.034241145	-1.08925591	-1.151682815
